apk,apk_Size,Obfuscator,Confidence
14efcea2c0e6be0af536939c6a46da2ad7c7de9173e329ac94c73c115498cfcf.b0f2196629d3ddcd00a0075a7fc44849.apk,1368511,0000000000000100,[[2.1053029e-05 9.9997890e-01]]
14efcea2c0e6be0af536939c6a46da2ad7c7de9173e329ac94c73c115498cfcf.b0f2196629d3ddcd00a0075a7fc44849.apk,1368511,0000000000000010,[[2.1053029e-05 9.9997890e-01]]
14efcea2c0e6be0af536939c6a46da2ad7c7de9173e329ac94c73c115498cfcf.b0f2196629d3ddcd00a0075a7fc44849.apk,1368511,0000000000000001,[[0.05284498 0.947155  ]]
1889f08db8a15fce0dd51a8beb9d166285b8459df1eb62490c46e8204e169199.apk,135472,1000000000000000,[[7.438864e-14 1.000000e+00]]
1889f08db8a15fce0dd51a8beb9d166285b8459df1eb62490c46e8204e169199.apk,135472,0100000000000000,[[4.122629e-14 1.000000e+00]]
1889f08db8a15fce0dd51a8beb9d166285b8459df1eb62490c46e8204e169199.apk,135472,0010000000000000,[[4.122629e-14 1.000000e+00]]
1889f08db8a15fce0dd51a8beb9d166285b8459df1eb62490c46e8204e169199.apk,135472,0001000000000000,[[4.122629e-14 1.000000e+00]]
1889f08db8a15fce0dd51a8beb9d166285b8459df1eb62490c46e8204e169199.apk,135472,0000100000000000,[[8.6446035e-14 1.0000000e+00]]
1889f08db8a15fce0dd51a8beb9d166285b8459df1eb62490c46e8204e169199.apk,135472,0000010000000000,[[4.122629e-14 1.000000e+00]]
1889f08db8a15fce0dd51a8beb9d166285b8459df1eb62490c46e8204e169199.apk,135472,0000001000000000,[[4.122629e-14 1.000000e+00]]
1889f08db8a15fce0dd51a8beb9d166285b8459df1eb62490c46e8204e169199.apk,135472,0000000100000000,[[4.122629e-14 1.000000e+00]]
1889f08db8a15fce0dd51a8beb9d166285b8459df1eb62490c46e8204e169199.apk,135472,0000000010000000,[[4.122629e-14 1.000000e+00]]
1889f08db8a15fce0dd51a8beb9d166285b8459df1eb62490c46e8204e169199.apk,135472,0000000001000000,[[4.122629e-14 1.000000e+00]]
1889f08db8a15fce0dd51a8beb9d166285b8459df1eb62490c46e8204e169199.apk,135472,0000000000100000,[[4.122629e-14 1.000000e+00]]
1889f08db8a15fce0dd51a8beb9d166285b8459df1eb62490c46e8204e169199.apk,135472,0000000000010000,[[4.122629e-14 1.000000e+00]]
1889f08db8a15fce0dd51a8beb9d166285b8459df1eb62490c46e8204e169199.apk,135472,0000000000001000,[[4.122629e-14 1.000000e+00]]
1889f08db8a15fce0dd51a8beb9d166285b8459df1eb62490c46e8204e169199.apk,135472,0000000000000100,[[4.122629e-14 1.000000e+00]]
1889f08db8a15fce0dd51a8beb9d166285b8459df1eb62490c46e8204e169199.apk,135472,0000000000000010,[[4.122629e-14 1.000000e+00]]
1889f08db8a15fce0dd51a8beb9d166285b8459df1eb62490c46e8204e169199.apk,135472,0000000000000001,[[0.03069567 0.9693043 ]]
121926613e11498143e807c5aa5fd2b81374ea4a68c22c4f468f753c841c9c5f.54faccff329970a0d69dfeb562f1e081.apk,562344,1000000000000000,[[1.5369176e-04 9.9984634e-01]]
121926613e11498143e807c5aa5fd2b81374ea4a68c22c4f468f753c841c9c5f.54faccff329970a0d69dfeb562f1e081.apk,562344,0100000000000000,[[1.5369176e-04 9.9984634e-01]]
121926613e11498143e807c5aa5fd2b81374ea4a68c22c4f468f753c841c9c5f.54faccff329970a0d69dfeb562f1e081.apk,562344,0010000000000000,[[1.5369176e-04 9.9984634e-01]]
121926613e11498143e807c5aa5fd2b81374ea4a68c22c4f468f753c841c9c5f.54faccff329970a0d69dfeb562f1e081.apk,562344,0001000000000000,[[1.5369176e-04 9.9984634e-01]]
121926613e11498143e807c5aa5fd2b81374ea4a68c22c4f468f753c841c9c5f.54faccff329970a0d69dfeb562f1e081.apk,562344,0000100000000000,[[1.5369176e-04 9.9984634e-01]]
121926613e11498143e807c5aa5fd2b81374ea4a68c22c4f468f753c841c9c5f.54faccff329970a0d69dfeb562f1e081.apk,562344,0000010000000000,[[1.5369176e-04 9.9984634e-01]]
121926613e11498143e807c5aa5fd2b81374ea4a68c22c4f468f753c841c9c5f.54faccff329970a0d69dfeb562f1e081.apk,562344,0000001000000000,[[1.5369176e-04 9.9984634e-01]]
121926613e11498143e807c5aa5fd2b81374ea4a68c22c4f468f753c841c9c5f.54faccff329970a0d69dfeb562f1e081.apk,562344,0000000100000000,[[1.5369176e-04 9.9984634e-01]]
121926613e11498143e807c5aa5fd2b81374ea4a68c22c4f468f753c841c9c5f.54faccff329970a0d69dfeb562f1e081.apk,562344,0000000010000000,[[1.5369176e-04 9.9984634e-01]]
121926613e11498143e807c5aa5fd2b81374ea4a68c22c4f468f753c841c9c5f.54faccff329970a0d69dfeb562f1e081.apk,562344,0000000001000000,[[1.5369176e-04 9.9984634e-01]]
121926613e11498143e807c5aa5fd2b81374ea4a68c22c4f468f753c841c9c5f.54faccff329970a0d69dfeb562f1e081.apk,562344,0000000000100000,[[1.5369176e-04 9.9984634e-01]]
121926613e11498143e807c5aa5fd2b81374ea4a68c22c4f468f753c841c9c5f.54faccff329970a0d69dfeb562f1e081.apk,562344,0000000000010000,[[1.5369176e-04 9.9984634e-01]]
121926613e11498143e807c5aa5fd2b81374ea4a68c22c4f468f753c841c9c5f.54faccff329970a0d69dfeb562f1e081.apk,562344,0000000000001000,[[1.5369176e-04 9.9984634e-01]]
121926613e11498143e807c5aa5fd2b81374ea4a68c22c4f468f753c841c9c5f.54faccff329970a0d69dfeb562f1e081.apk,562344,0000000000000100,[[1.5369176e-04 9.9984634e-01]]
121926613e11498143e807c5aa5fd2b81374ea4a68c22c4f468f753c841c9c5f.54faccff329970a0d69dfeb562f1e081.apk,562344,0000000000000010,[[1.5369176e-04 9.9984634e-01]]
121926613e11498143e807c5aa5fd2b81374ea4a68c22c4f468f753c841c9c5f.54faccff329970a0d69dfeb562f1e081.apk,562344,0000000000000001,[[0.05284498 0.947155  ]]
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4.14f182278d640d2626d1312b219c6775.apk,190837,1000000000000000,[[1.8135851e-09 1.0000000e+00]]
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4.14f182278d640d2626d1312b219c6775.apk,190837,0100000000000000,[[2.794081e-09 1.000000e+00]]
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4.14f182278d640d2626d1312b219c6775.apk,190837,0010000000000000,[[2.794081e-09 1.000000e+00]]
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4.14f182278d640d2626d1312b219c6775.apk,190837,0001000000000000,[[2.794081e-09 1.000000e+00]]
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4.14f182278d640d2626d1312b219c6775.apk,190837,0000100000000000,[[2.794081e-09 1.000000e+00]]
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4.14f182278d640d2626d1312b219c6775.apk,190837,0000010000000000,[[2.794081e-09 1.000000e+00]]
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4.14f182278d640d2626d1312b219c6775.apk,190837,0000001000000000,[[2.794081e-09 1.000000e+00]]
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4.14f182278d640d2626d1312b219c6775.apk,190837,0000000100000000,[[2.794081e-09 1.000000e+00]]
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4.14f182278d640d2626d1312b219c6775.apk,190837,0000000010000000,[[2.794081e-09 1.000000e+00]]
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4.14f182278d640d2626d1312b219c6775.apk,190837,0000000001000000,[[2.794081e-09 1.000000e+00]]
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4.14f182278d640d2626d1312b219c6775.apk,190837,0000000000100000,[[2.794081e-09 1.000000e+00]]
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4.14f182278d640d2626d1312b219c6775.apk,190837,0000000000010000,[[2.794081e-09 1.000000e+00]]
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4.14f182278d640d2626d1312b219c6775.apk,190837,0000000000001000,[[2.794081e-09 1.000000e+00]]
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4.14f182278d640d2626d1312b219c6775.apk,190837,0000000000000100,[[2.794081e-09 1.000000e+00]]
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4.14f182278d640d2626d1312b219c6775.apk,190837,0000000000000010,[[2.794081e-09 1.000000e+00]]
1035296bb576144475b684a9f703fc0220e8c0107a9e7e87c4bf76f72496b6c4.14f182278d640d2626d1312b219c6775.apk,190837,0000000000000001,[[0.15826039 0.84173965]]
183281b4b788b07b0e3a15d865fd8c39f6ea3e5b38fb8a184c7eb96de5818e0a.apk,1802952,1000000000000000,[[2.4661884e-11 1.0000000e+00]]
183281b4b788b07b0e3a15d865fd8c39f6ea3e5b38fb8a184c7eb96de5818e0a.apk,1802952,0100000000000000,[[2.4661884e-11 1.0000000e+00]]
183281b4b788b07b0e3a15d865fd8c39f6ea3e5b38fb8a184c7eb96de5818e0a.apk,1802952,0010000000000000,[[2.4661884e-11 1.0000000e+00]]
183281b4b788b07b0e3a15d865fd8c39f6ea3e5b38fb8a184c7eb96de5818e0a.apk,1802952,0001000000000000,[[2.4661884e-11 1.0000000e+00]]
183281b4b788b07b0e3a15d865fd8c39f6ea3e5b38fb8a184c7eb96de5818e0a.apk,1802952,0000100000000000,[[2.4661884e-11 1.0000000e+00]]
183281b4b788b07b0e3a15d865fd8c39f6ea3e5b38fb8a184c7eb96de5818e0a.apk,1802952,0000010000000000,[[2.4661884e-11 1.0000000e+00]]
183281b4b788b07b0e3a15d865fd8c39f6ea3e5b38fb8a184c7eb96de5818e0a.apk,1802952,0000001000000000,[[2.4661884e-11 1.0000000e+00]]
183281b4b788b07b0e3a15d865fd8c39f6ea3e5b38fb8a184c7eb96de5818e0a.apk,1802952,0000000100000000,[[2.4661884e-11 1.0000000e+00]]
183281b4b788b07b0e3a15d865fd8c39f6ea3e5b38fb8a184c7eb96de5818e0a.apk,1802952,0000000010000000,[[2.4661884e-11 1.0000000e+00]]
183281b4b788b07b0e3a15d865fd8c39f6ea3e5b38fb8a184c7eb96de5818e0a.apk,1802952,0000000001000000,[[2.4661884e-11 1.0000000e+00]]
183281b4b788b07b0e3a15d865fd8c39f6ea3e5b38fb8a184c7eb96de5818e0a.apk,1802952,0000000000100000,[[2.4661884e-11 1.0000000e+00]]
183281b4b788b07b0e3a15d865fd8c39f6ea3e5b38fb8a184c7eb96de5818e0a.apk,1802952,0000000000010000,[[2.4661884e-11 1.0000000e+00]]
183281b4b788b07b0e3a15d865fd8c39f6ea3e5b38fb8a184c7eb96de5818e0a.apk,1802952,0000000000001000,[[2.4661884e-11 1.0000000e+00]]
183281b4b788b07b0e3a15d865fd8c39f6ea3e5b38fb8a184c7eb96de5818e0a.apk,1802952,0000000000000100,[[2.4661884e-11 1.0000000e+00]]
183281b4b788b07b0e3a15d865fd8c39f6ea3e5b38fb8a184c7eb96de5818e0a.apk,1802952,0000000000000010,[[2.4661884e-11 1.0000000e+00]]
183281b4b788b07b0e3a15d865fd8c39f6ea3e5b38fb8a184c7eb96de5818e0a.apk,1802952,0000000000000001,[[0.30153003 0.69846994]]
12a4594fb62ad2c8437ccc61c45ff078e942468b3df37eae27f611e3a543746a.1f1e9ac65a290dd7953eaf34bd07bfb6.apk,77738,1000000000000000,[[2.4356476e-08 1.0000000e+00]]
12a4594fb62ad2c8437ccc61c45ff078e942468b3df37eae27f611e3a543746a.1f1e9ac65a290dd7953eaf34bd07bfb6.apk,77738,0100000000000000,[[1.1717278e-08 1.0000000e+00]]
12a4594fb62ad2c8437ccc61c45ff078e942468b3df37eae27f611e3a543746a.1f1e9ac65a290dd7953eaf34bd07bfb6.apk,77738,0010000000000000,[[1.1717278e-08 1.0000000e+00]]
12a4594fb62ad2c8437ccc61c45ff078e942468b3df37eae27f611e3a543746a.1f1e9ac65a290dd7953eaf34bd07bfb6.apk,77738,0001000000000000,[[1.1717278e-08 1.0000000e+00]]
12a4594fb62ad2c8437ccc61c45ff078e942468b3df37eae27f611e3a543746a.1f1e9ac65a290dd7953eaf34bd07bfb6.apk,77738,0000100000000000,[[1.1717278e-08 1.0000000e+00]]
12a4594fb62ad2c8437ccc61c45ff078e942468b3df37eae27f611e3a543746a.1f1e9ac65a290dd7953eaf34bd07bfb6.apk,77738,0000010000000000,[[1.1717278e-08 1.0000000e+00]]
12a4594fb62ad2c8437ccc61c45ff078e942468b3df37eae27f611e3a543746a.1f1e9ac65a290dd7953eaf34bd07bfb6.apk,77738,0000001000000000,[[1.1717278e-08 1.0000000e+00]]
12a4594fb62ad2c8437ccc61c45ff078e942468b3df37eae27f611e3a543746a.1f1e9ac65a290dd7953eaf34bd07bfb6.apk,77738,0000000100000000,[[1.1717278e-08 1.0000000e+00]]
12a4594fb62ad2c8437ccc61c45ff078e942468b3df37eae27f611e3a543746a.1f1e9ac65a290dd7953eaf34bd07bfb6.apk,77738,0000000010000000,[[1.1717278e-08 1.0000000e+00]]
12a4594fb62ad2c8437ccc61c45ff078e942468b3df37eae27f611e3a543746a.1f1e9ac65a290dd7953eaf34bd07bfb6.apk,77738,0000000001000000,[[1.1717278e-08 1.0000000e+00]]
12a4594fb62ad2c8437ccc61c45ff078e942468b3df37eae27f611e3a543746a.1f1e9ac65a290dd7953eaf34bd07bfb6.apk,77738,0000000000100000,[[1.1717278e-08 1.0000000e+00]]
12a4594fb62ad2c8437ccc61c45ff078e942468b3df37eae27f611e3a543746a.1f1e9ac65a290dd7953eaf34bd07bfb6.apk,77738,0000000000010000,[[1.1717278e-08 1.0000000e+00]]
12a4594fb62ad2c8437ccc61c45ff078e942468b3df37eae27f611e3a543746a.1f1e9ac65a290dd7953eaf34bd07bfb6.apk,77738,0000000000001000,[[1.1717278e-08 1.0000000e+00]]
12a4594fb62ad2c8437ccc61c45ff078e942468b3df37eae27f611e3a543746a.1f1e9ac65a290dd7953eaf34bd07bfb6.apk,77738,0000000000000100,[[1.1717278e-08 1.0000000e+00]]
12a4594fb62ad2c8437ccc61c45ff078e942468b3df37eae27f611e3a543746a.1f1e9ac65a290dd7953eaf34bd07bfb6.apk,77738,0000000000000010,[[1.1717278e-08 1.0000000e+00]]
12a4594fb62ad2c8437ccc61c45ff078e942468b3df37eae27f611e3a543746a.1f1e9ac65a290dd7953eaf34bd07bfb6.apk,77738,0000000000000001,[[0.00763017 0.9923698 ]]
1ed12f16e504218209e5ceb5f51bde88c585709b8babf87bb89742e0d1203693.3cc1215e2ca925b7180fba7a87206945.apk,110445,1000000000000000,[[1.1866019e-05 9.9998808e-01]]
1ed12f16e504218209e5ceb5f51bde88c585709b8babf87bb89742e0d1203693.3cc1215e2ca925b7180fba7a87206945.apk,110445,0100000000000000,[[9.144224e-06 9.999908e-01]]
1ed12f16e504218209e5ceb5f51bde88c585709b8babf87bb89742e0d1203693.3cc1215e2ca925b7180fba7a87206945.apk,110445,0010000000000000,[[9.144224e-06 9.999908e-01]]
1ed12f16e504218209e5ceb5f51bde88c585709b8babf87bb89742e0d1203693.3cc1215e2ca925b7180fba7a87206945.apk,110445,0001000000000000,[[9.144224e-06 9.999908e-01]]
1ed12f16e504218209e5ceb5f51bde88c585709b8babf87bb89742e0d1203693.3cc1215e2ca925b7180fba7a87206945.apk,110445,0000100000000000,[[9.144224e-06 9.999908e-01]]
1ed12f16e504218209e5ceb5f51bde88c585709b8babf87bb89742e0d1203693.3cc1215e2ca925b7180fba7a87206945.apk,110445,0000010000000000,[[9.144224e-06 9.999908e-01]]
1ed12f16e504218209e5ceb5f51bde88c585709b8babf87bb89742e0d1203693.3cc1215e2ca925b7180fba7a87206945.apk,110445,0000001000000000,[[9.144224e-06 9.999908e-01]]
1ed12f16e504218209e5ceb5f51bde88c585709b8babf87bb89742e0d1203693.3cc1215e2ca925b7180fba7a87206945.apk,110445,0000000100000000,[[9.144224e-06 9.999908e-01]]
1ed12f16e504218209e5ceb5f51bde88c585709b8babf87bb89742e0d1203693.3cc1215e2ca925b7180fba7a87206945.apk,110445,0000000010000000,[[9.144224e-06 9.999908e-01]]
1ed12f16e504218209e5ceb5f51bde88c585709b8babf87bb89742e0d1203693.3cc1215e2ca925b7180fba7a87206945.apk,110445,0000000001000000,[[9.144224e-06 9.999908e-01]]
1ed12f16e504218209e5ceb5f51bde88c585709b8babf87bb89742e0d1203693.3cc1215e2ca925b7180fba7a87206945.apk,110445,0000000000100000,[[9.144224e-06 9.999908e-01]]
1ed12f16e504218209e5ceb5f51bde88c585709b8babf87bb89742e0d1203693.3cc1215e2ca925b7180fba7a87206945.apk,110445,0000000000010000,[[9.144224e-06 9.999908e-01]]
1ed12f16e504218209e5ceb5f51bde88c585709b8babf87bb89742e0d1203693.3cc1215e2ca925b7180fba7a87206945.apk,110445,0000000000001000,[[9.144224e-06 9.999908e-01]]
1ed12f16e504218209e5ceb5f51bde88c585709b8babf87bb89742e0d1203693.3cc1215e2ca925b7180fba7a87206945.apk,110445,0000000000000100,[[9.144224e-06 9.999908e-01]]
1ed12f16e504218209e5ceb5f51bde88c585709b8babf87bb89742e0d1203693.3cc1215e2ca925b7180fba7a87206945.apk,110445,0000000000000010,[[9.144224e-06 9.999908e-01]]
1ed12f16e504218209e5ceb5f51bde88c585709b8babf87bb89742e0d1203693.3cc1215e2ca925b7180fba7a87206945.apk,110445,0000000000000001,[[0.22340445 0.77659553]]
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b.apk,846651,1000000000000000,[[3.4360350e-05 9.9996567e-01]]
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b.apk,846651,0100000000000000,[[7.8994788e-05 9.9992096e-01]]
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b.apk,846651,0010000000000000,[[7.8994788e-05 9.9992096e-01]]
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b.apk,846651,0001000000000000,[[7.8994788e-05 9.9992096e-01]]
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b.apk,846651,0000100000000000,[[0.01906907 0.98093086]]
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b.apk,846651,0000010000000000,[[7.8994788e-05 9.9992096e-01]]
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b.apk,846651,0000001000000000,[[7.8994788e-05 9.9992096e-01]]
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b.apk,846651,0000000100000000,[[7.8994788e-05 9.9992096e-01]]
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b.apk,846651,0000000010000000,[[7.8994788e-05 9.9992096e-01]]
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b.apk,846651,0000000001000000,[[7.8994788e-05 9.9992096e-01]]
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b.apk,846651,0000000000100000,[[7.8994788e-05 9.9992096e-01]]
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b.apk,846651,0000000000010000,[[7.8994788e-05 9.9992096e-01]]
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b.apk,846651,0000000000001000,[[7.8994788e-05 9.9992096e-01]]
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b.apk,846651,0000000000000100,[[7.8994788e-05 9.9992096e-01]]
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b.apk,846651,0000000000000010,[[7.8994788e-05 9.9992096e-01]]
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b.apk,846651,0000000000000001,[[0.00314032 0.99685967]]
171ca84c660bf7b4ba2bd638b409e856edbec3568af035cb5d054f853283466a.59c81839e2279a58df516b212609e50e.apk,77451,1000000000000000,[[2.4356476e-08 1.0000000e+00]]
171ca84c660bf7b4ba2bd638b409e856edbec3568af035cb5d054f853283466a.59c81839e2279a58df516b212609e50e.apk,77451,0100000000000000,[[1.1717278e-08 1.0000000e+00]]
171ca84c660bf7b4ba2bd638b409e856edbec3568af035cb5d054f853283466a.59c81839e2279a58df516b212609e50e.apk,77451,0010000000000000,[[1.1717278e-08 1.0000000e+00]]
171ca84c660bf7b4ba2bd638b409e856edbec3568af035cb5d054f853283466a.59c81839e2279a58df516b212609e50e.apk,77451,0001000000000000,[[1.1717278e-08 1.0000000e+00]]
171ca84c660bf7b4ba2bd638b409e856edbec3568af035cb5d054f853283466a.59c81839e2279a58df516b212609e50e.apk,77451,0000100000000000,[[1.1717278e-08 1.0000000e+00]]
171ca84c660bf7b4ba2bd638b409e856edbec3568af035cb5d054f853283466a.59c81839e2279a58df516b212609e50e.apk,77451,0000010000000000,[[1.1717278e-08 1.0000000e+00]]
171ca84c660bf7b4ba2bd638b409e856edbec3568af035cb5d054f853283466a.59c81839e2279a58df516b212609e50e.apk,77451,0000001000000000,[[1.1717278e-08 1.0000000e+00]]
171ca84c660bf7b4ba2bd638b409e856edbec3568af035cb5d054f853283466a.59c81839e2279a58df516b212609e50e.apk,77451,0000000100000000,[[1.1717278e-08 1.0000000e+00]]
171ca84c660bf7b4ba2bd638b409e856edbec3568af035cb5d054f853283466a.59c81839e2279a58df516b212609e50e.apk,77451,0000000010000000,[[1.1717278e-08 1.0000000e+00]]
171ca84c660bf7b4ba2bd638b409e856edbec3568af035cb5d054f853283466a.59c81839e2279a58df516b212609e50e.apk,77451,0000000001000000,[[1.1717278e-08 1.0000000e+00]]
171ca84c660bf7b4ba2bd638b409e856edbec3568af035cb5d054f853283466a.59c81839e2279a58df516b212609e50e.apk,77451,0000000000100000,[[1.1717278e-08 1.0000000e+00]]
171ca84c660bf7b4ba2bd638b409e856edbec3568af035cb5d054f853283466a.59c81839e2279a58df516b212609e50e.apk,77451,0000000000010000,[[1.1717278e-08 1.0000000e+00]]
171ca84c660bf7b4ba2bd638b409e856edbec3568af035cb5d054f853283466a.59c81839e2279a58df516b212609e50e.apk,77451,0000000000001000,[[1.1717278e-08 1.0000000e+00]]
171ca84c660bf7b4ba2bd638b409e856edbec3568af035cb5d054f853283466a.59c81839e2279a58df516b212609e50e.apk,77451,0000000000000100,[[1.1717278e-08 1.0000000e+00]]
171ca84c660bf7b4ba2bd638b409e856edbec3568af035cb5d054f853283466a.59c81839e2279a58df516b212609e50e.apk,77451,0000000000000010,[[1.1717278e-08 1.0000000e+00]]
171ca84c660bf7b4ba2bd638b409e856edbec3568af035cb5d054f853283466a.59c81839e2279a58df516b212609e50e.apk,77451,0000000000000001,[[0.00763017 0.9923698 ]]
1e788301889774ce5b870db6e5c000f5f5238d64ce7353edc71b34fa65797a47.95028688fa09cd13e69085d0049a1666.apk,1860977,1000000000000000,[[6.892418e-11 1.000000e+00]]
1e788301889774ce5b870db6e5c000f5f5238d64ce7353edc71b34fa65797a47.95028688fa09cd13e69085d0049a1666.apk,1860977,0100000000000000,[[1.2334778e-10 1.0000000e+00]]
1e788301889774ce5b870db6e5c000f5f5238d64ce7353edc71b34fa65797a47.95028688fa09cd13e69085d0049a1666.apk,1860977,0010000000000000,[[1.2334778e-10 1.0000000e+00]]
1e788301889774ce5b870db6e5c000f5f5238d64ce7353edc71b34fa65797a47.95028688fa09cd13e69085d0049a1666.apk,1860977,0001000000000000,[[1.2334778e-10 1.0000000e+00]]
1e788301889774ce5b870db6e5c000f5f5238d64ce7353edc71b34fa65797a47.95028688fa09cd13e69085d0049a1666.apk,1860977,0000100000000000,[[1.2334778e-10 1.0000000e+00]]
1e788301889774ce5b870db6e5c000f5f5238d64ce7353edc71b34fa65797a47.95028688fa09cd13e69085d0049a1666.apk,1860977,0000010000000000,[[1.2334778e-10 1.0000000e+00]]
1e788301889774ce5b870db6e5c000f5f5238d64ce7353edc71b34fa65797a47.95028688fa09cd13e69085d0049a1666.apk,1860977,0000001000000000,[[1.2334778e-10 1.0000000e+00]]
1e788301889774ce5b870db6e5c000f5f5238d64ce7353edc71b34fa65797a47.95028688fa09cd13e69085d0049a1666.apk,1860977,0000000100000000,[[1.2334778e-10 1.0000000e+00]]
1e788301889774ce5b870db6e5c000f5f5238d64ce7353edc71b34fa65797a47.95028688fa09cd13e69085d0049a1666.apk,1860977,0000000010000000,[[1.2334778e-10 1.0000000e+00]]
1e788301889774ce5b870db6e5c000f5f5238d64ce7353edc71b34fa65797a47.95028688fa09cd13e69085d0049a1666.apk,1860977,0000000001000000,[[1.2334778e-10 1.0000000e+00]]
1e788301889774ce5b870db6e5c000f5f5238d64ce7353edc71b34fa65797a47.95028688fa09cd13e69085d0049a1666.apk,1860977,0000000000100000,[[1.2334778e-10 1.0000000e+00]]
1e788301889774ce5b870db6e5c000f5f5238d64ce7353edc71b34fa65797a47.95028688fa09cd13e69085d0049a1666.apk,1860977,0000000000010000,[[1.2334778e-10 1.0000000e+00]]
1e788301889774ce5b870db6e5c000f5f5238d64ce7353edc71b34fa65797a47.95028688fa09cd13e69085d0049a1666.apk,1860977,0000000000001000,[[1.2334778e-10 1.0000000e+00]]
1e788301889774ce5b870db6e5c000f5f5238d64ce7353edc71b34fa65797a47.95028688fa09cd13e69085d0049a1666.apk,1860977,0000000000000100,[[1.2334778e-10 1.0000000e+00]]
1e788301889774ce5b870db6e5c000f5f5238d64ce7353edc71b34fa65797a47.95028688fa09cd13e69085d0049a1666.apk,1860977,0000000000000010,[[1.2334778e-10 1.0000000e+00]]
1e788301889774ce5b870db6e5c000f5f5238d64ce7353edc71b34fa65797a47.95028688fa09cd13e69085d0049a1666.apk,1860977,0000000000000001,[[0.57421434 0.4257856 ]]
177356deae956b28b829a09a92a950430c4bf8a13abd115e381ac407ad536399.0f3e54fe89855127a74b1d207ed2fd59.apk,190605,1000000000000000,[[1.8135851e-09 1.0000000e+00]]
177356deae956b28b829a09a92a950430c4bf8a13abd115e381ac407ad536399.0f3e54fe89855127a74b1d207ed2fd59.apk,190605,0100000000000000,[[2.794081e-09 1.000000e+00]]
177356deae956b28b829a09a92a950430c4bf8a13abd115e381ac407ad536399.0f3e54fe89855127a74b1d207ed2fd59.apk,190605,0010000000000000,[[2.794081e-09 1.000000e+00]]
177356deae956b28b829a09a92a950430c4bf8a13abd115e381ac407ad536399.0f3e54fe89855127a74b1d207ed2fd59.apk,190605,0001000000000000,[[2.794081e-09 1.000000e+00]]
